obj_key,состояние площадки,Площадь,Генпроектировщик,Генподрядчик,Кол-во рабочих,date_report
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.05
022-0525,Не передана,9900.0,0,0,,2023.04.05
022-0523,,27225.0,0,0,,2023.04.05
023-0093,Не передана,17000.0,0,0,,2023.04.05
023-0089,Не передана,7500.0,0,0,,2023.04.05
022-0524,Занята,6800.0,0,0,,2023.04.05
022-0528,Занята,12225.0,0,0,,2023.04.05
022-0354,Занята,20271.0,0,0,,2023.04.05
022-0176,Не передана,17000.0,4,0,,2023.04.05
020-0720,"Свободна, передана",20164.69,9,6,221.0,2023.04.05
019-0429,"Свободна, передана",11410.0,11,7,104.0,2023.04.05
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.05
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.05
019-0431,"Свободна, передана",19433.4,22,16,190.0,2023.04.05
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.05
020-0710,"Свободна, передана",8067.83,8,5,182.0,2023.04.05
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.05
019-0675,"Свободна, передана",8844.0,33,22,180.0,2023.04.05
020-0709,"Свободна, не передана",6848.84,27,1,76.0,2023.04.05
020-0683,"Свободна, не передана",7515.86,27,1,36.0,2023.04.05
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.05
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.05
020-0711,"Свободна, передана",7265.0,28,19,36.0,2023.04.05
019-0594,Занята,17488.0,1,2,,2023.04.05
020-0156,Занята,13288.0,21,15,,2023.04.05
019-0676,"Свободна, не передана",6291.0,29,20,123.0,2023.04.05
019-0674,Занята,9030.0,6,0,,2023.04.05
020-0157,Занята,7243.9,30,7,52.0,2023.04.05
017-0527,Занята,14784.0,8,5,,2023.04.05
023-0091,,17000.0,0,0,,2023.04.06
022-0170,"Свободна, передана",16402.54,1,2,482.0,2023.04.06
022-0526,Занята,18100.0,0,0,,2023.04.06
022-0527,Не передана,9850.0,0,0,,2023.04.06
022-0522,Не передана,13260.0,0,0,,2023.04.06
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.06
022-0525,Не передана,9900.0,0,0,,2023.04.06
022-0523,,27225.0,0,0,,2023.04.06
023-0093,Не передана,17000.0,0,0,,2023.04.06
023-0089,Не передана,7500.0,0,0,,2023.04.06
022-0524,Занята,6800.0,0,0,,2023.04.06
022-0528,Занята,12225.0,0,0,,2023.04.06
022-0354,Занята,20271.0,0,0,,2023.04.06
022-0176,Не передана,17000.0,4,0,,2023.04.06
020-0720,"Свободна, передана",20164.69,9,6,221.0,2023.04.06
019-0429,"Свободна, передана",11410.0,11,7,104.0,2023.04.06
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.06
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.06
019-0431,"Свободна, передана",19433.4,22,16,190.0,2023.04.06
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.06
020-0710,"Свободна, передана",8067.83,8,5,182.0,2023.04.06
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.06
019-0675,"Свободна, передана",8844.0,33,22,180.0,2023.04.06
020-0709,"Свободна, не передана",6848.84,27,1,76.0,2023.04.06
020-0683,"Свободна, не передана",7515.86,27,1,36.0,2023.04.06
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.06
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.06
020-0711,"Свободна, передана",7265.0,28,19,36.0,2023.04.06
019-0594,Занята,17488.0,1,2,,2023.04.06
020-0156,Занята,13288.0,21,15,,2023.04.06
019-0676,"Свободна, не передана",6291.0,29,20,123.0,2023.04.06
019-0674,Занята,9030.0,6,0,,2023.04.06
020-0157,Занята,7243.9,30,7,52.0,2023.04.06
017-0527,Занята,14784.0,8,5,,2023.04.06
023-0091,,17000.0,0,0,,2023.04.07
022-0170,"Свободна, передана",16402.54,1,2,482.0,2023.04.07
022-0526,Занята,18100.0,0,0,,2023.04.07
022-0527,Не передана,9850.0,0,0,,2023.04.07
022-0522,Не передана,13260.0,0,0,,2023.04.07
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.07
022-0525,Не передана,9900.0,0,0,,2023.04.07
022-0523,,27225.0,0,0,,2023.04.07
023-0093,Не передана,17000.0,0,0,,2023.04.07
023-0089,Не передана,7500.0,0,0,,2023.04.07
022-0524,Занята,6800.0,0,0,,2023.04.07
022-0528,Занята,12225.0,0,0,,2023.04.07
022-0354,Занята,20271.0,0,0,,2023.04.07
022-0176,Не передана,17000.0,4,0,,2023.04.07
020-0720,"Свободна, передана",20164.69,9,6,216.0,2023.04.07
019-0429,"Свободна, передана",11410.0,11,7,104.0,2023.04.07
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.07
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.07
019-0431,"Свободна, передана",19433.4,22,16,190.0,2023.04.07
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.07
020-0710,"Свободна, передана",8067.83,8,5,182.0,2023.04.07
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.07
019-0675,"Свободна, передана",8844.0,33,22,180.0,2023.04.07
020-0709,"Свободна, не передана",6848.84,27,1,76.0,2023.04.07
020-0683,"Свободна, не передана",7515.86,27,1,36.0,2023.04.07
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.07
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.07
020-0711,"Свободна, передана",7265.0,28,19,36.0,2023.04.07
019-0594,Занята,17488.0,1,2,,2023.04.07
020-0156,Занята,13288.0,21,15,,2023.04.07
019-0676,"Свободна, не передана",6291.0,29,20,123.0,2023.04.07
019-0674,Занята,9030.0,6,0,,2023.04.07
020-0157,Занята,7243.9,30,7,52.0,2023.04.07
017-0527,Занята,14784.0,8,5,,2023.04.07
023-0091,,17000.0,0,0,,2023.04.09
022-0170,"Свободна, передана",16402.54,1,2,482.0,2023.04.09
022-0526,Занята,18100.0,0,0,,2023.04.09
022-0527,Не передана,9850.0,0,0,,2023.04.09
022-0522,Не передана,13260.0,0,0,,2023.04.09
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.09
022-0525,Не передана,9900.0,0,0,,2023.04.09
022-0523,,27225.0,0,0,,2023.04.09
023-0093,Не передана,17000.0,0,0,,2023.04.09
023-0089,Не передана,7500.0,0,0,,2023.04.09
022-0524,Занята,6800.0,0,0,,2023.04.09
022-0528,Занята,12225.0,0,0,,2023.04.09
022-0354,Занята,20271.0,0,0,,2023.04.09
022-0176,Не передана,17000.0,4,0,,2023.04.09
020-0720,"Свободна, передана",20164.69,9,6,216.0,2023.04.09
019-0429,"Свободна, передана",11410.0,11,7,115.0,2023.04.09
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.09
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.09
019-0431,"Свободна, передана",19433.4,22,16,190.0,2023.04.09
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.09
020-0710,"Свободна, передана",8067.83,8,5,181.0,2023.04.09
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.09
019-0675,"Свободна, передана",8844.0,33,22,181.0,2023.04.09
020-0709,"Свободна, не передана",6848.84,27,1,76.0,2023.04.09
020-0683,"Свободна, не передана",7515.86,27,1,36.0,2023.04.09
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.09
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.09
020-0711,"Свободна, передана",7265.0,28,19,36.0,2023.04.09
019-0594,Занята,17488.0,1,2,,2023.04.09
020-0156,Занята,13288.0,21,15,,2023.04.09
019-0676,"Свободна, не передана",6291.0,29,20,123.0,2023.04.09
019-0674,Занята,9030.0,6,0,,2023.04.09
020-0157,Занята,7243.9,30,7,52.0,2023.04.09
017-0527,Занята,14784.0,8,5,,2023.04.09
023-0091,,17000.0,0,0,,2023.04.10
022-0170,"Свободна, передана",16402.54,1,2,482.0,2023.04.10
022-0526,Занята,18100.0,0,0,,2023.04.10
022-0527,Не передана,9850.0,0,0,,2023.04.10
022-0522,Не передана,13260.0,0,0,,2023.04.10
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.10
022-0525,Не передана,9900.0,0,0,,2023.04.10
022-0523,,27225.0,0,0,,2023.04.10
023-0093,Не передана,17000.0,0,0,,2023.04.10
023-0089,Не передана,7500.0,0,0,,2023.04.10
022-0524,Занята,6800.0,0,0,,2023.04.10
022-0528,Занята,12225.0,0,0,,2023.04.10
022-0354,Занята,20271.0,0,0,,2023.04.10
022-0176,Не передана,17000.0,4,0,,2023.04.10
020-0720,"Свободна, передана",20164.69,9,6,219.0,2023.04.10
019-0429,"Свободна, передана",11410.0,11,7,115.0,2023.04.10
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.10
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.10
019-0431,"Свободна, передана",19433.4,22,16,254.0,2023.04.10
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.10
020-0710,"Свободна, передана",8067.83,8,5,181.0,2023.04.10
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.10
019-0675,"Свободна, передана",8844.0,33,22,181.0,2023.04.10
020-0709,"Свободна, не передана",6848.84,27,1,76.0,2023.04.10
020-0683,"Свободна, не передана",7515.86,27,1,36.0,2023.04.10
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.10
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.10
020-0711,"Свободна, передана",7265.0,28,19,34.0,2023.04.10
019-0594,Занята,17488.0,1,2,,2023.04.10
020-0156,Занята,13288.0,21,15,,2023.04.10
019-0676,"Свободна, не передана",6291.0,29,20,123.0,2023.04.10
019-0674,Занята,9030.0,6,0,,2023.04.10
020-0157,Занята,7243.9,30,7,52.0,2023.04.10
017-0527,Занята,14784.0,8,5,,2023.04.10
023-0091,,17000.0,0,0,,2023.04.11
022-0170,"Свободна, передана",16402.54,1,2,482.0,2023.04.11
022-0526,Занята,18100.0,0,0,,2023.04.11
022-0527,Не передана,9850.0,0,0,,2023.04.11
022-0522,Не передана,13260.0,0,0,,2023.04.11
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.11
022-0525,Не передана,9900.0,0,0,,2023.04.11
022-0523,,27225.0,0,0,,2023.04.11
023-0093,Не передана,17000.0,0,0,,2023.04.11
023-0089,Не передана,7500.0,0,0,,2023.04.11
022-0524,Занята,6800.0,0,0,,2023.04.11
022-0528,Занята,12225.0,0,0,,2023.04.11
022-0354,Занята,20271.0,0,0,,2023.04.11
022-0176,Не передана,17000.0,4,0,,2023.04.11
020-0720,"Свободна, передана",20164.69,9,6,219.0,2023.04.11
019-0429,"Свободна, передана",11410.0,11,7,115.0,2023.04.11
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.11
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.11
019-0431,"Свободна, передана",19433.4,22,16,254.0,2023.04.11
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.11
020-0710,"Свободна, передана",8067.83,8,5,181.0,2023.04.11
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.11
019-0675,"Свободна, передана",8844.0,33,22,181.0,2023.04.11
020-0709,"Свободна, не передана",6848.84,27,1,76.0,2023.04.11
020-0683,"Свободна, не передана",7515.86,27,1,36.0,2023.04.11
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.11
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.11
020-0711,"Свободна, передана",7265.0,28,19,34.0,2023.04.11
019-0594,Занята,17488.0,1,2,,2023.04.11
020-0156,Занята,13288.0,21,15,,2023.04.11
019-0676,"Свободна, не передана",6291.0,29,20,123.0,2023.04.11
019-0674,Занята,9030.0,6,0,,2023.04.11
020-0157,Занята,7243.9,30,7,52.0,2023.04.11
017-0527,Занята,14784.0,8,5,,2023.04.11
023-0091,,17000.0,0,0,,2023.04.12
022-0170,"Свободна, передана",16402.54,1,2,468.0,2023.04.12
022-0526,Занята,18100.0,0,0,,2023.04.12
022-0527,Не передана,9850.0,34,23,,2023.04.12
022-0522,Не передана,13260.0,0,0,,2023.04.12
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.12
022-0525,Не передана,9900.0,0,0,,2023.04.12
022-0523,,27225.0,0,0,,2023.04.12
023-0093,Не передана,17000.0,0,0,,2023.04.12
023-0089,Не передана,7500.0,0,0,,2023.04.12
022-0524,Занята,6800.0,0,0,,2023.04.12
022-0528,Занята,12225.0,0,0,,2023.04.12
022-0354,Занята,20271.0,0,0,,2023.04.12
022-0176,Не передана,17000.0,4,0,,2023.04.12
020-0720,"Свободна, передана",20164.69,9,6,213.0,2023.04.12
019-0429,"Свободна, передана",11410.0,11,7,115.0,2023.04.12
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.12
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.12
019-0431,"Свободна, передана",19433.4,22,16,270.0,2023.04.12
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.12
020-0710,"Свободна, передана",8067.83,8,5,147.0,2023.04.12
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.12
019-0675,"Свободна, передана",8844.0,33,22,143.0,2023.04.12
020-0709,"Свободна, не передана",6848.84,27,1,81.0,2023.04.12
020-0683,"Свободна, не передана",7515.86,27,1,35.0,2023.04.12
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.12
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.12
020-0711,"Свободна, передана",7265.0,28,19,36.0,2023.04.12
019-0594,Занята,17488.0,1,2,,2023.04.12
020-0156,Занята,13288.0,21,15,,2023.04.12
019-0676,"Свободна, не передана",6291.0,29,20,191.0,2023.04.12
019-0674,Занята,9030.0,6,0,,2023.04.12
020-0157,Занята,7243.9,30,7,23.0,2023.04.12
017-0527,Занята,14784.0,8,5,,2023.04.12
023-0091,,17000.0,0,0,,2023.04.13
022-0170,"Свободна, передана",16402.54,1,2,468.0,2023.04.13
022-0526,Занята,18100.0,0,0,,2023.04.13
022-0527,Не передана,9850.0,34,23,,2023.04.13
022-0522,Не передана,13260.0,0,0,,2023.04.13
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.13
022-0525,Не передана,9900.0,0,0,,2023.04.13
022-0523,,27225.0,0,0,,2023.04.13
023-0093,Не передана,17000.0,0,0,,2023.04.13
023-0089,Не передана,7500.0,0,0,,2023.04.13
022-0524,Занята,6800.0,0,0,,2023.04.13
022-0528,Занята,12225.0,0,0,,2023.04.13
022-0354,Занята,20271.0,0,0,,2023.04.13
022-0176,Не передана,17000.0,4,0,,2023.04.13
020-0720,"Свободна, передана",20164.69,9,6,213.0,2023.04.13
019-0429,"Свободна, передана",11410.0,11,7,115.0,2023.04.13
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.13
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.13
019-0431,"Свободна, передана",19433.4,22,16,270.0,2023.04.13
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.13
020-0710,"Свободна, передана",8067.83,8,5,147.0,2023.04.13
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.13
019-0675,"Свободна, передана",8844.0,33,22,143.0,2023.04.13
020-0709,"Свободна, не передана",6848.84,27,1,81.0,2023.04.13
020-0683,"Свободна, не передана",7515.86,27,1,35.0,2023.04.13
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.13
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.13
020-0711,"Свободна, передана",7265.0,28,19,36.0,2023.04.13
019-0594,Занята,17488.0,1,2,,2023.04.13
020-0156,Занята,13288.0,21,15,,2023.04.13
019-0676,"Свободна, не передана",6291.0,29,20,191.0,2023.04.13
019-0674,Занята,9030.0,6,0,,2023.04.13
020-0157,Занята,7243.9,30,7,23.0,2023.04.13
017-0527,Занята,14784.0,8,5,,2023.04.13
023-0091,,17000.0,0,0,,2023.04.14
022-0170,"Свободна, передана",16402.54,1,2,468.0,2023.04.14
022-0526,Занята,18100.0,0,0,,2023.04.14
022-0527,Не передана,9850.0,34,23,,2023.04.14
022-0522,Не передана,13260.0,0,0,,2023.04.14
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.14
022-0525,Не передана,9900.0,0,0,,2023.04.14
022-0523,,27225.0,0,0,,2023.04.14
023-0093,Не передана,17000.0,0,0,,2023.04.14
023-0089,Не передана,7500.0,0,0,,2023.04.14
022-0524,Занята,6800.0,0,0,,2023.04.14
022-0528,Занята,12225.0,0,0,,2023.04.14
022-0354,Занята,20271.0,0,0,,2023.04.14
022-0176,Не передана,17000.0,4,0,,2023.04.14
020-0720,"Свободна, передана",20164.69,9,6,213.0,2023.04.14
019-0429,"Свободна, передана",11410.0,11,7,115.0,2023.04.14
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.14
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.14
019-0431,"Свободна, передана",19433.4,22,16,270.0,2023.04.14
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.14
020-0710,"Свободна, передана",8067.83,8,5,147.0,2023.04.14
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.14
019-0675,"Свободна, передана",8844.0,33,22,143.0,2023.04.14
020-0709,"Свободна, не передана",6848.84,27,1,81.0,2023.04.14
020-0683,"Свободна, не передана",7515.86,27,1,35.0,2023.04.14
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.14
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.14
020-0711,"Свободна, передана",7265.0,28,19,36.0,2023.04.14
019-0594,Занята,17488.0,1,2,,2023.04.14
020-0156,Занята,13288.0,21,15,,2023.04.14
019-0676,"Свободна, не передана",6291.0,29,20,191.0,2023.04.14
019-0674,Занята,9030.0,6,0,,2023.04.14
020-0157,Занята,7243.9,30,7,23.0,2023.04.14
017-0527,Занята,14784.0,8,5,,2023.04.14
023-0091,,17000.0,0,0,,2023.04.16
022-0170,"Свободна, передана",16402.54,1,2,468.0,2023.04.16
022-0526,Занята,18100.0,0,0,,2023.04.16
022-0527,Не передана,9850.0,34,23,,2023.04.16
022-0522,Не передана,13260.0,0,0,,2023.04.16
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.16
022-0525,Не передана,9900.0,0,0,,2023.04.16
022-0523,,27225.0,0,0,,2023.04.16
023-0093,Не передана,17000.0,0,0,,2023.04.16
023-0089,Не передана,7500.0,0,0,,2023.04.16
022-0524,Занята,6800.0,0,0,,2023.04.16
022-0528,Занята,12225.0,0,0,,2023.04.16
022-0354,Занята,20271.0,0,0,,2023.04.16
022-0176,Не передана,17000.0,4,0,,2023.04.16
020-0720,"Свободна, передана",20164.69,9,6,213.0,2023.04.16
019-0429,"Свободна, передана",11410.0,11,7,115.0,2023.04.16
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.16
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.16
019-0431,"Свободна, передана",19433.4,22,16,270.0,2023.04.16
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.16
020-0710,"Свободна, передана",8067.83,8,5,147.0,2023.04.16
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.16
019-0675,"Свободна, передана",8844.0,33,22,143.0,2023.04.16
020-0709,"Свободна, не передана",6848.84,27,1,81.0,2023.04.16
020-0683,"Свободна, не передана",7515.86,27,1,35.0,2023.04.16
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.16
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.16
020-0711,"Свободна, передана",7265.0,28,19,36.0,2023.04.16
019-0594,Занята,17488.0,1,2,,2023.04.16
020-0156,Занята,13288.0,21,15,,2023.04.16
019-0676,"Свободна, не передана",6291.0,29,20,191.0,2023.04.16
019-0674,Занята,9030.0,6,0,,2023.04.16
020-0157,Занята,7243.9,30,7,23.0,2023.04.16
017-0527,Занята,14784.0,8,5,,2023.04.16
023-0091,,17000.0,0,0,,2023.04.17
022-0170,"Свободна, передана",16402.54,1,2,468.0,2023.04.17
022-0526,Занята,18100.0,0,0,,2023.04.17
022-0527,Не передана,9850.0,34,23,,2023.04.17
022-0522,Не передана,13260.0,0,0,,2023.04.17
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.17
022-0525,Не передана,9900.0,0,0,,2023.04.17
022-0523,,27225.0,0,0,,2023.04.17
023-0093,Не передана,17000.0,0,0,,2023.04.17
023-0089,Не передана,7500.0,0,0,,2023.04.17
022-0524,Занята,6800.0,0,0,,2023.04.17
022-0528,Занята,12225.0,0,0,,2023.04.17
022-0354,Занята,20271.0,0,0,,2023.04.17
022-0176,Не передана,17000.0,4,0,,2023.04.17
020-0720,"Свободна, передана",20164.69,9,6,195.0,2023.04.17
019-0429,"Свободна, передана",11410.0,11,7,98.0,2023.04.17
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.17
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.17
019-0431,"Свободна, передана",19433.4,22,16,265.0,2023.04.17
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.17
020-0710,"Свободна, передана",8067.83,8,5,148.0,2023.04.17
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.17
019-0675,"Свободна, передана",8844.0,33,22,142.0,2023.04.17
020-0709,"Свободна, не передана",6848.84,27,1,81.0,2023.04.17
020-0683,"Свободна, не передана",7515.86,27,1,34.0,2023.04.17
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.17
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.17
020-0711,"Свободна, передана",7265.0,28,19,35.0,2023.04.17
019-0594,Занята,17488.0,1,2,,2023.04.17
020-0156,Занята,13288.0,21,15,,2023.04.17
019-0676,"Свободна, не передана",6291.0,29,20,191.0,2023.04.17
019-0674,Занята,9030.0,6,0,,2023.04.17
020-0157,Занята,7243.9,30,7,23.0,2023.04.17
017-0527,Занята,14784.0,8,5,,2023.04.17
023-0091,,17000.0,0,0,,2023.04.18
022-0170,"Свободна, передана",16402.54,1,2,468.0,2023.04.18
022-0526,Занята,18100.0,0,0,,2023.04.18
022-0527,Не передана,9850.0,34,23,,2023.04.18
022-0522,Не передана,13260.0,0,0,,2023.04.18
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.18
022-0525,Не передана,9900.0,0,0,,2023.04.18
022-0523,,27225.0,0,0,,2023.04.18
023-0093,Не передана,17000.0,0,0,,2023.04.18
023-0089,Не передана,7500.0,0,0,,2023.04.18
022-0524,Занята,6800.0,0,0,,2023.04.18
022-0528,Занята,12225.0,0,0,,2023.04.18
022-0354,Занята,20271.0,0,0,,2023.04.18
022-0176,Не передана,17000.0,4,0,,2023.04.18
020-0720,"Свободна, передана",20164.69,9,6,195.0,2023.04.18
019-0429,"Свободна, передана",11410.0,11,7,98.0,2023.04.18
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.18
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.18
019-0431,"Свободна, передана",19433.4,22,16,265.0,2023.04.18
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.18
020-0710,"Свободна, передана",8067.83,8,5,148.0,2023.04.18
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.18
019-0675,"Свободна, передана",8844.0,33,22,142.0,2023.04.18
020-0709,"Свободна, не передана",6848.84,27,1,81.0,2023.04.18
020-0683,"Свободна, не передана",7515.86,27,1,34.0,2023.04.18
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.18
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.18
020-0711,"Свободна, передана",7265.0,28,19,35.0,2023.04.18
019-0594,Занята,17488.0,1,2,,2023.04.18
020-0156,Занята,13288.0,21,15,,2023.04.18
019-0676,"Свободна, не передана",6291.0,29,20,191.0,2023.04.18
019-0674,Занята,9030.0,6,0,,2023.04.18
020-0157,Занята,7243.9,30,7,23.0,2023.04.18
017-0527,Занята,14784.0,8,5,,2023.04.18
023-0091,,17000.0,0,0,,2023.04.19
022-0170,"Свободна, передана",16402.54,1,2,497.0,2023.04.19
022-0526,Занята,18100.0,0,0,,2023.04.19
022-0527,Не передана,9850.0,34,23,,2023.04.19
022-0522,Не передана,13260.0,0,0,,2023.04.19
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.19
022-0525,Не передана,9900.0,0,0,,2023.04.19
022-0523,,27225.0,0,0,,2023.04.19
023-0093,Не передана,17000.0,0,0,,2023.04.19
023-0089,Не передана,7500.0,0,0,,2023.04.19
022-0524,Занята,6800.0,0,0,,2023.04.19
022-0528,Занята,12225.0,0,0,,2023.04.19
022-0354,Занята,20271.0,0,0,,2023.04.19
022-0176,Не передана,17000.0,4,0,,2023.04.19
020-0720,"Свободна, передана",20164.69,9,6,194.0,2023.04.19
019-0429,"Свободна, передана",11410.0,11,7,98.0,2023.04.19
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.19
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.19
019-0431,"Свободна, передана",19433.4,22,16,322.0,2023.04.19
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.19
020-0710,"Свободна, передана",8067.83,8,5,176.0,2023.04.19
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.19
019-0675,"Свободна, передана",8844.0,33,22,168.0,2023.04.19
020-0709,"Свободна, не передана",6848.84,27,1,69.0,2023.04.19
020-0683,"Свободна, не передана",7515.86,27,1,46.0,2023.04.19
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.19
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.19
020-0711,"Свободна, передана",7265.0,28,19,34.0,2023.04.19
019-0594,Занята,17488.0,1,2,,2023.04.19
020-0156,Занята,13288.0,21,15,,2023.04.19
019-0676,"Свободна, не передана",6291.0,29,20,150.0,2023.04.19
019-0674,Занята,9030.0,6,0,,2023.04.19
020-0157,Занята,7243.9,30,7,45.0,2023.04.19
017-0527,Занята,14784.0,8,5,,2023.04.19
023-0091,,17000.0,0,0,,2023.04.20
022-0170,"Свободна, передана",16402.54,1,2,497.0,2023.04.20
022-0526,Занята,18100.0,0,0,,2023.04.20
022-0527,Не передана,9850.0,34,23,,2023.04.20
022-0522,Не передана,13260.0,0,0,,2023.04.20
022-0355,Передана под снос (для объектов сноса),,1,2,,2023.04.20
022-0525,Не передана,9900.0,0,0,,2023.04.20
022-0523,,27225.0,0,0,,2023.04.20
023-0093,Не передана,17000.0,0,0,,2023.04.20
023-0089,Не передана,7500.0,0,0,,2023.04.20
022-0524,Занята,6800.0,0,0,,2023.04.20
022-0528,Занята,12225.0,0,0,,2023.04.20
022-0354,Занята,20271.0,0,0,,2023.04.20
022-0176,Не передана,17000.0,4,0,,2023.04.20
020-0720,"Свободна, передана",20164.69,9,6,194.0,2023.04.20
019-0429,"Свободна, передана",11410.0,11,7,98.0,2023.04.20
020-0155,"Свободна, не передана",16484.0,8,5,10.0,2023.04.20
019-0428,"Свободна, передана",9067.1,12,4,58.0,2023.04.20
019-0431,"Свободна, передана",19433.4,22,16,322.0,2023.04.20
019-0430,"Свободна, не передана",16094.4,23,15,,2023.04.20
020-0710,"Свободна, передана",8067.83,8,5,176.0,2023.04.20
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.04.20
019-0675,"Свободна, передана",8844.0,33,22,168.0,2023.04.20
020-0709,"Свободна, не передана",6848.84,27,1,69.0,2023.04.20
020-0683,"Свободна, не передана",7515.86,27,1,46.0,2023.04.20
021-0781,"Свободна, не передана",8226.4,2,0,,2023.04.20
021-0048,"Свободна, не передана",10320.0,6,0,,2023.04.20
